text,gloss
[ISL] Translate Sign 0005,[ISL] TRANSLATE SIGN 0005
[ISL] See Sign 0006,[ISL] SEE SIGN 0006
[ISL] Wait for Sign 0006,[ISL] WAIT FOR SIGN 0006
[ISL] See Sign 0007,[ISL] SEE SIGN 0007
[ISL] Translate Sign 0013,[ISL] TRANSLATE SIGN 0013
[ISL] Repeat Sign 0017,[ISL] REPEAT SIGN 0017
[ISL] Can you sign Sign 0020?,[ISL] CAN YOU SIGN SIGN 0020?
[ISL] Can you sign Sign 0022?,[ISL] CAN YOU SIGN SIGN 0022?
[ISL] This is Sign 0025,[ISL] THIS SIGN 0025
[ISL] Wait for Sign 0027,[ISL] WAIT FOR SIGN 0027
[ISL] What is Sign 0027?,[ISL] WHAT SIGN 0027?
[ISL] Translate Sign 0031,[ISL] TRANSLATE SIGN 0031
[ISL] What is Sign 0031?,[ISL] WHAT SIGN 0031?
[ISL] I like Sign 0033,[ISL] I LIKE SIGN 0033
[ISL] Show me Sign 0035,[ISL] SHOW ME SIGN 0035
[ISL] Translate Sign 0036,[ISL] TRANSLATE SIGN 0036
[ISL] Repeat Sign 0039,[ISL] REPEAT SIGN 0039
[ISL] I like Sign 0039,[ISL] I LIKE SIGN 0039
[ISL] What is Sign 0040?,[ISL] WHAT SIGN 0040?
[ISL] Repeat Sign 0041,[ISL] REPEAT SIGN 0041
[ISL] I like Sign 0043,[ISL] I LIKE SIGN 0043
[ISL] Show me Sign 0043,[ISL] SHOW ME SIGN 0043
[ISL] Show me Sign 0046,[ISL] SHOW ME SIGN 0046
[ISL] Repeat Sign 0048,[ISL] REPEAT SIGN 0048
[ISL] Wait for Sign 0051,[ISL] WAIT FOR SIGN 0051
[ISL] This is Sign 0054,[ISL] THIS SIGN 0054
[ISL] Translate Sign 0055,[ISL] TRANSLATE SIGN 0055
[ISL] Repeat Sign 0059,[ISL] REPEAT SIGN 0059
[ISL] Can you sign Sign 0060?,[ISL] CAN YOU SIGN SIGN 0060?
[ISL] This is Sign 0063,[ISL] THIS SIGN 0063
[ISL] Repeat Sign 0065,[ISL] REPEAT SIGN 0065
[ISL] This is Sign 0066,[ISL] THIS SIGN 0066
[ISL] Can you sign Sign 0067?,[ISL] CAN YOU SIGN SIGN 0067?
[ISL] What is Sign 0069?,[ISL] WHAT SIGN 0069?
[ISL] Can you sign Sign 0070?,[ISL] CAN YOU SIGN SIGN 0070?
[ISL] Can you sign Sign 0071?,[ISL] CAN YOU SIGN SIGN 0071?
[ISL] This is Sign 0074,[ISL] THIS SIGN 0074
[ISL] Translate Sign 0076,[ISL] TRANSLATE SIGN 0076
[ISL] Learn Sign 0077,[ISL] LEARN SIGN 0077
[ISL] What is Sign 0082?,[ISL] WHAT SIGN 0082?
[ISL] Translate Sign 0084,[ISL] TRANSLATE SIGN 0084
[ISL] I like Sign 0085,[ISL] I LIKE SIGN 0085
[ISL] This is Sign 0086,[ISL] THIS SIGN 0086
[ISL] See Sign 0086,[ISL] SEE SIGN 0086
[ISL] Repeat Sign 0087,[ISL] REPEAT SIGN 0087
[ISL] Show me Sign 0088,[ISL] SHOW ME SIGN 0088
[ISL] I like Sign 0089,[ISL] I LIKE SIGN 0089
[ISL] Translate Sign 0090,[ISL] TRANSLATE SIGN 0090
[ISL] Repeat Sign 0091,[ISL] REPEAT SIGN 0091
[ISL] Wait for Sign 0092,[ISL] WAIT FOR SIGN 0092
[ISL] Translate Sign 0097,[ISL] TRANSLATE SIGN 0097
[ISL] See Sign 0099,[ISL] SEE SIGN 0099
[ISL] See Sign 0000,[ISL] SEE SIGN 0000
[ISL] I like Sign 0002,[ISL] I LIKE SIGN 0002
[ISL] Translate Sign 0007,[ISL] TRANSLATE SIGN 0007
[ISL] Show me Sign 0008,[ISL] SHOW ME SIGN 0008
[ISL] Wait for Sign 0009,[ISL] WAIT FOR SIGN 0009
[ISL] Repeat Sign 0012,[ISL] REPEAT SIGN 0012
[ISL] I like Sign 0014,[ISL] I LIKE SIGN 0014
[ISL] What is Sign 0014?,[ISL] WHAT SIGN 0014?
[ISL] See Sign 0014,[ISL] SEE SIGN 0014
[ISL] Wait for Sign 0015,[ISL] WAIT FOR SIGN 0015
[ISL] I like Sign 0016,[ISL] I LIKE SIGN 0016
[ISL] See Sign 0024,[ISL] SEE SIGN 0024
[ISL] What is Sign 0029?,[ISL] WHAT SIGN 0029?
[ISL] Can you sign Sign 0042?,[ISL] CAN YOU SIGN SIGN 0042?
[ISL] This is Sign 0047,[ISL] THIS SIGN 0047
[ISL] Learn Sign 0049,[ISL] LEARN SIGN 0049
[ISL] Wait for Sign 0052,[ISL] WAIT FOR SIGN 0052
[ISL] What is Sign 0053?,[ISL] WHAT SIGN 0053?
[ISL] Show me Sign 0057,[ISL] SHOW ME SIGN 0057
[ISL] Can you sign Sign 0058?,[ISL] CAN YOU SIGN SIGN 0058?
[ISL] Show me Sign 0058,[ISL] SHOW ME SIGN 0058
[ISL] Learn Sign 0059,[ISL] LEARN SIGN 0059
[ISL] Repeat Sign 0060,[ISL] REPEAT SIGN 0060
[ISL] Wait for Sign 0061,[ISL] WAIT FOR SIGN 0061
[ISL] Repeat Sign 0064,[ISL] REPEAT SIGN 0064
[ISL] Show me Sign 0066,[ISL] SHOW ME SIGN 0066
[ISL] Learn Sign 0067,[ISL] LEARN SIGN 0067
[ISL] Can you sign Sign 0069?,[ISL] CAN YOU SIGN SIGN 0069?
[ISL] Learn Sign 0072,[ISL] LEARN SIGN 0072
[ISL] See Sign 0072,[ISL] SEE SIGN 0072
[ISL] Wait for Sign 0076,[ISL] WAIT FOR SIGN 0076
[ISL] See Sign 0078,[ISL] SEE SIGN 0078
[ISL] Show me Sign 0082,[ISL] SHOW ME SIGN 0082
[ISL] Wait for Sign 0083,[ISL] WAIT FOR SIGN 0083
[ISL] Show me Sign 0084,[ISL] SHOW ME SIGN 0084
[ISL] Translate Sign 0085,[ISL] TRANSLATE SIGN 0085
[ISL] See Sign 0085,[ISL] SEE SIGN 0085
[ISL] Learn Sign 0086,[ISL] LEARN SIGN 0086
[ISL] What is Sign 0091?,[ISL] WHAT SIGN 0091?
[ISL] This is Sign 0098,[ISL] THIS SIGN 0098
[ISL] Show me Sign 0000,[ISL] SHOW ME SIGN 0000
[ISL] Can you sign Sign 0001?,[ISL] CAN YOU SIGN SIGN 0001?
[ISL] Show me Sign 0002,[ISL] SHOW ME SIGN 0002
[ISL] Show me Sign 0011,[ISL] SHOW ME SIGN 0011
[ISL] Wait for Sign 0014,[ISL] WAIT FOR SIGN 0014
[ISL] Can you sign Sign 0015?,[ISL] CAN YOU SIGN SIGN 0015?
[ISL] Repeat Sign 0018,[ISL] REPEAT SIGN 0018
[ISL] What is Sign 0023?,[ISL] WHAT SIGN 0023?
[ISL] See Sign 0025,[ISL] SEE SIGN 0025
[ISL] This is Sign 0026,[ISL] THIS SIGN 0026
[ISL] This is Sign 0027,[ISL] THIS SIGN 0027
[ISL] Learn Sign 0028,[ISL] LEARN SIGN 0028
[ISL] See Sign 0028,[ISL] SEE SIGN 0028
[ISL] Can you sign Sign 0033?,[ISL] CAN YOU SIGN SIGN 0033?
[ISL] I like Sign 0040,[ISL] I LIKE SIGN 0040
[ISL] This is Sign 0041,[ISL] THIS SIGN 0041
[ISL] I like Sign 0042,[ISL] I LIKE SIGN 0042
[ISL] Can you sign Sign 0043?,[ISL] CAN YOU SIGN SIGN 0043?
[ISL] What is Sign 0044?,[ISL] WHAT SIGN 0044?
[ISL] Learn Sign 0045,[ISL] LEARN SIGN 0045
[ISL] Can you sign Sign 0047?,[ISL] CAN YOU SIGN SIGN 0047?
[ISL] Repeat Sign 0047,[ISL] REPEAT SIGN 0047
[ISL] Wait for Sign 0047,[ISL] WAIT FOR SIGN 0047
[ISL] Repeat Sign 0052,[ISL] REPEAT SIGN 0052
[ISL] Translate Sign 0053,[ISL] TRANSLATE SIGN 0053
[ISL] Translate Sign 0060,[ISL] TRANSLATE SIGN 0060
[ISL] I like Sign 0061,[ISL] I LIKE SIGN 0061
[ISL] Can you sign Sign 0062?,[ISL] CAN YOU SIGN SIGN 0062?
[ISL] Repeat Sign 0063,[ISL] REPEAT SIGN 0063
[ISL] Can you sign Sign 0064?,[ISL] CAN YOU SIGN SIGN 0064?
[ISL] Wait for Sign 0067,[ISL] WAIT FOR SIGN 0067
[ISL] I like Sign 0072,[ISL] I LIKE SIGN 0072
[ISL] Can you sign Sign 0077?,[ISL] CAN YOU SIGN SIGN 0077?
[ISL] See Sign 0079,[ISL] SEE SIGN 0079
[ISL] This is Sign 0080,[ISL] THIS SIGN 0080
[ISL] This is Sign 0083,[ISL] THIS SIGN 0083
[ISL] This is Sign 0002,[ISL] THIS SIGN 0002
[ISL] I like Sign 0007,[ISL] I LIKE SIGN 0007
[ISL] What is Sign 0008?,[ISL] WHAT SIGN 0008?
[ISL] This is Sign 0011,[ISL] THIS SIGN 0011
[ISL] I like Sign 0017,[ISL] I LIKE SIGN 0017
[ISL] I like Sign 0021,[ISL] I LIKE SIGN 0021
[ISL] This is Sign 0029,[ISL] THIS SIGN 0029
[ISL] Wait for Sign 0029,[ISL] WAIT FOR SIGN 0029
[ISL] Translate Sign 0030,[ISL] TRANSLATE SIGN 0030
[ISL] See Sign 0032,[ISL] SEE SIGN 0032
[ISL] Learn Sign 0034,[ISL] LEARN SIGN 0034
[ISL] Can you sign Sign 0034?,[ISL] CAN YOU SIGN SIGN 0034?
[ISL] Translate Sign 0038,[ISL] TRANSLATE SIGN 0038
[ISL] Translate Sign 0046,[ISL] TRANSLATE SIGN 0046
[ISL] Show me Sign 0049,[ISL] SHOW ME SIGN 0049
[ISL] See Sign 0051,[ISL] SEE SIGN 0051
[ISL] I like Sign 0053,[ISL] I LIKE SIGN 0053
[ISL] Learn Sign 0055,[ISL] LEARN SIGN 0055
[ISL] Show me Sign 0075,[ISL] SHOW ME SIGN 0075
[ISL] See Sign 0075,[ISL] SEE SIGN 0075
[ISL] Repeat Sign 0078,[ISL] REPEAT SIGN 0078
[ISL] What is Sign 0079?,[ISL] WHAT SIGN 0079?
[ISL] Wait for Sign 0080,[ISL] WAIT FOR SIGN 0080
[ISL] Show me Sign 0090,[ISL] SHOW ME SIGN 0090
[ISL] Repeat Sign 0095,[ISL] REPEAT SIGN 0095
[ISL] Wait for Sign 0016,[ISL] WAIT FOR SIGN 0016
[ISL] What is Sign 0018?,[ISL] WHAT SIGN 0018?
[ISL] Translate Sign 0020,[ISL] TRANSLATE SIGN 0020
[ISL] This is Sign 0023,[ISL] THIS SIGN 0023
[ISL] Wait for Sign 0024,[ISL] WAIT FOR SIGN 0024
[ISL] Wait for Sign 0026,[ISL] WAIT FOR SIGN 0026
[ISL] Translate Sign 0028,[ISL] TRANSLATE SIGN 0028
[ISL] Learn Sign 0031,[ISL] LEARN SIGN 0031
[ISL] This is Sign 0043,[ISL] THIS SIGN 0043
[ISL] I like Sign 0045,[ISL] I LIKE SIGN 0045
[ISL] I like Sign 0050,[ISL] I LIKE SIGN 0050
[ISL] Learn Sign 0062,[ISL] LEARN SIGN 0062
[ISL] This is Sign 0068,[ISL] THIS SIGN 0068
[ISL] What is Sign 0072?,[ISL] WHAT SIGN 0072?
[ISL] Can you sign Sign 0074?,[ISL] CAN YOU SIGN SIGN 0074?
[ISL] Learn Sign 0075,[ISL] LEARN SIGN 0075
[ISL] Translate Sign 0077,[ISL] TRANSLATE SIGN 0077
[ISL] See Sign 0088,[ISL] SEE SIGN 0088
[ISL] See Sign 0001,[ISL] SEE SIGN 0001
[ISL] What is Sign 0003?,[ISL] WHAT SIGN 0003?
[ISL] I like Sign 0004,[ISL] I LIKE SIGN 0004
[ISL] Translate Sign 0017,[ISL] TRANSLATE SIGN 0017
[ISL] Wait for Sign 0018,[ISL] WAIT FOR SIGN 0018
[ISL] Show me Sign 0030,[ISL] SHOW ME SIGN 0030
[ISL] Translate Sign 0056,[ISL] TRANSLATE SIGN 0056
[ISL] Can you sign Sign 0063?,[ISL] CAN YOU SIGN SIGN 0063?
[ISL] Show me Sign 0065,[ISL] SHOW ME SIGN 0065
[ISL] I like Sign 0070,[ISL] I LIKE SIGN 0070
[ISL] Translate Sign 0089,[ISL] TRANSLATE SIGN 0089
[ISL] Wait for Sign 0090,[ISL] WAIT FOR SIGN 0090
[ISL] Can you sign Sign 0093?,[ISL] CAN YOU SIGN SIGN 0093?
[ISL] Wait for Sign 0010,[ISL] WAIT FOR SIGN 0010
[ISL] I like Sign 0012,[ISL] I LIKE SIGN 0012
[ISL] What is Sign 0015?,[ISL] WHAT SIGN 0015?
[ISL] Show me Sign 0036,[ISL] SHOW ME SIGN 0036
[ISL] Wait for Sign 0041,[ISL] WAIT FOR SIGN 0041
[ISL] Learn Sign 0046,[ISL] LEARN SIGN 0046
[ISL] I like Sign 0048,[ISL] I LIKE SIGN 0048
[ISL] Repeat Sign 0050,[ISL] REPEAT SIGN 0050
[ISL] Repeat Sign 0055,[ISL] REPEAT SIGN 0055
[ISL] This is Sign 0078,[ISL] THIS SIGN 0078
[ISL] Translate Sign 0081,[ISL] TRANSLATE SIGN 0081
[ISL] Learn Sign 0092,[ISL] LEARN SIGN 0092
[ISL] Show me Sign 0093,[ISL] SHOW ME SIGN 0093
[ISL] I like Sign 0003,[ISL] I LIKE SIGN 0003
[ISL] This is Sign 0034,[ISL] THIS SIGN 0034
[ISL] Wait for Sign 0042,[ISL] WAIT FOR SIGN 0042
[ISL] Show me Sign 0077,[ISL] SHOW ME SIGN 0077
[ISL] Learn Sign 0088,[ISL] LEARN SIGN 0088
[ISL] Show me Sign 0094,[ISL] SHOW ME SIGN 0094
[ISL] I like Sign 0009,[ISL] I LIKE SIGN 0009
[ISL] What is Sign 0022?,[ISL] WHAT SIGN 0022?
[ISL] Wait for Sign 0023,[ISL] WAIT FOR SIGN 0023
[ISL] See Sign 0097,[ISL] SEE SIGN 0097
[ISL] See Sign 0098,[ISL] SEE SIGN 0098
[ISL] Repeat Sign 0024,[ISL] REPEAT SIGN 0024
[ISL] Learn Sign 0071,[ISL] LEARN SIGN 0071
[ISL] I like Sign 0087,[ISL] I LIKE SIGN 0087
[ISL] Learn Sign 0091,[ISL] LEARN SIGN 0091
[ISL] Can you sign Sign 0094?,[ISL] CAN YOU SIGN SIGN 0094?
[ISL] What is Sign 0057?,[ISL] WHAT SIGN 0057?
[ISL] What is Sign 0092?,[ISL] WHAT SIGN 0092?
[ISL] See Sign 0038,[ISL] SEE SIGN 0038
[LSA] See Sign 0000,[LSA] SEE SIGN 0000
[LSA] Can you sign Sign 0000?,[LSA] CAN YOU SIGN SIGN 0000?
[LSA] What is Sign 0000?,[LSA] WHAT SIGN 0000?
[LSA] I like Sign 0001,[LSA] I LIKE SIGN 0001
[LSA] What is Sign 0001?,[LSA] WHAT SIGN 0001?
[LSA] Repeat Sign 0001,[LSA] REPEAT SIGN 0001
[LSA] I like Sign 0002,[LSA] I LIKE SIGN 0002
[LSA] See Sign 0002,[LSA] SEE SIGN 0002
[LSA] Wait for Sign 0002,[LSA] WAIT FOR SIGN 0002
[LSA] I like Sign 0003,[LSA] I LIKE SIGN 0003
[LSA] Show me Sign 0004,[LSA] SHOW ME SIGN 0004
[LSA] Repeat Sign 0004,[LSA] REPEAT SIGN 0004
[LSA] I like Sign 0005,[LSA] I LIKE SIGN 0005
[LSA] Wait for Sign 0005,[LSA] WAIT FOR SIGN 0005
[LSA] Translate Sign 0005,[LSA] TRANSLATE SIGN 0005
[LSA] This is Sign 0006,[LSA] THIS SIGN 0006
[LSA] Repeat Sign 0006,[LSA] REPEAT SIGN 0006
[LSA] Learn Sign 0007,[LSA] LEARN SIGN 0007
[LSA] I like Sign 0007,[LSA] I LIKE SIGN 0007
[LSA] Translate Sign 0007,[LSA] TRANSLATE SIGN 0007
[LSA] I like Sign 0008,[LSA] I LIKE SIGN 0008
[LSA] Learn Sign 0008,[LSA] LEARN SIGN 0008
[LSA] Translate Sign 0008,[LSA] TRANSLATE SIGN 0008
[LSA] Wait for Sign 0009,[LSA] WAIT FOR SIGN 0009
[LSA] I like Sign 0009,[LSA] I LIKE SIGN 0009
[LSA] Can you sign Sign 0009?,[LSA] CAN YOU SIGN SIGN 0009?
[LSA] Show me Sign 0010,[LSA] SHOW ME SIGN 0010
[LSA] Learn Sign 0010,[LSA] LEARN SIGN 0010
[LSA] See Sign 0010,[LSA] SEE SIGN 0010
[LSA] Learn Sign 0011,[LSA] LEARN SIGN 0011
[LSA] See Sign 0011,[LSA] SEE SIGN 0011
[LSA] Repeat Sign 0011,[LSA] REPEAT SIGN 0011
[LSA] Repeat Sign 0012,[LSA] REPEAT SIGN 0012
[LSA] Show me Sign 0012,[LSA] SHOW ME SIGN 0012
[LSA] What is Sign 0013?,[LSA] WHAT SIGN 0013?
[LSA] Wait for Sign 0013,[LSA] WAIT FOR SIGN 0013
[LSA] Can you sign Sign 0013?,[LSA] CAN YOU SIGN SIGN 0013?
[LSA] Repeat Sign 0014,[LSA] REPEAT SIGN 0014
[LSA] This is Sign 0014,[LSA] THIS SIGN 0014
[LSA] Can you sign Sign 0014?,[LSA] CAN YOU SIGN SIGN 0014?
[LSA] I like Sign 0015,[LSA] I LIKE SIGN 0015
[LSA] Repeat Sign 0015,[LSA] REPEAT SIGN 0015
[LSA] Can you sign Sign 0016?,[LSA] CAN YOU SIGN SIGN 0016?
[LSA] Wait for Sign 0016,[LSA] WAIT FOR SIGN 0016
[LSA] This is Sign 0016,[LSA] THIS SIGN 0016
[LSA] Translate Sign 0017,[LSA] TRANSLATE SIGN 0017
[LSA] I like Sign 0017,[LSA] I LIKE SIGN 0017
[LSA] See Sign 0017,[LSA] SEE SIGN 0017
[LSA] I like Sign 0018,[LSA] I LIKE SIGN 0018
[LSA] What is Sign 0018?,[LSA] WHAT SIGN 0018?
[LSA] I like Sign 0019,[LSA] I LIKE SIGN 0019
[LSA] This is Sign 0019,[LSA] THIS SIGN 0019
[LSA] Repeat Sign 0019,[LSA] REPEAT SIGN 0019
[LSA] Wait for Sign 0020,[LSA] WAIT FOR SIGN 0020
[LSA] Show me Sign 0020,[LSA] SHOW ME SIGN 0020
[LSA] Learn Sign 0020,[LSA] LEARN SIGN 0020
[LSA] Show me Sign 0021,[LSA] SHOW ME SIGN 0021
[LSA] Learn Sign 0021,[LSA] LEARN SIGN 0021
[LSA] Wait for Sign 0021,[LSA] WAIT FOR SIGN 0021
[LSA] Repeat Sign 0022,[LSA] REPEAT SIGN 0022
[LSA] Can you sign Sign 0022?,[LSA] CAN YOU SIGN SIGN 0022?
[LSA] Translate Sign 0022,[LSA] TRANSLATE SIGN 0022
[LSA] What is Sign 0023?,[LSA] WHAT SIGN 0023?
[LSA] See Sign 0023,[LSA] SEE SIGN 0023
[LSA] Can you sign Sign 0023?,[LSA] CAN YOU SIGN SIGN 0023?
[LSA] Wait for Sign 0024,[LSA] WAIT FOR SIGN 0024
[LSA] Translate Sign 0024,[LSA] TRANSLATE SIGN 0024
[LSA] Learn Sign 0024,[LSA] LEARN SIGN 0024
[LSA] Learn Sign 0025,[LSA] LEARN SIGN 0025
[LSA] Wait for Sign 0025,[LSA] WAIT FOR SIGN 0025
[LSA] This is Sign 0025,[LSA] THIS SIGN 0025
[LSA] Translate Sign 0026,[LSA] TRANSLATE SIGN 0026
[LSA] Wait for Sign 0026,[LSA] WAIT FOR SIGN 0026
[LSA] This is Sign 0026,[LSA] THIS SIGN 0026
[LSA] Translate Sign 0027,[LSA] TRANSLATE SIGN 0027
[LSA] Can you sign Sign 0027?,[LSA] CAN YOU SIGN SIGN 0027?
[LSA] Repeat Sign 0027,[LSA] REPEAT SIGN 0027
[LSA] Translate Sign 0028,[LSA] TRANSLATE SIGN 0028
[LSA] Can you sign Sign 0028?,[LSA] CAN YOU SIGN SIGN 0028?
[LSA] See Sign 0028,[LSA] SEE SIGN 0028
[LSA] Learn Sign 0029,[LSA] LEARN SIGN 0029
[LSA] I like Sign 0029,[LSA] I LIKE SIGN 0029
[LSA] Show me Sign 0029,[LSA] SHOW ME SIGN 0029
[LSA] Repeat Sign 0030,[LSA] REPEAT SIGN 0030
[LSA] Translate Sign 0030,[LSA] TRANSLATE SIGN 0030
[LSA] What is Sign 0030?,[LSA] WHAT SIGN 0030?
[LSA] What is Sign 0031?,[LSA] WHAT SIGN 0031?
[LSA] Can you sign Sign 0031?,[LSA] CAN YOU SIGN SIGN 0031?
[LSA] Learn Sign 0032,[LSA] LEARN SIGN 0032
[LSA] This is Sign 0032,[LSA] THIS SIGN 0032
[LSA] Can you sign Sign 0032?,[LSA] CAN YOU SIGN SIGN 0032?
[LSA] Can you sign Sign 0033?,[LSA] CAN YOU SIGN SIGN 0033?
[LSA] This is Sign 0033,[LSA] THIS SIGN 0033
[LSA] This is Sign 0034,[LSA] THIS SIGN 0034
[LSA] Wait for Sign 0034,[LSA] WAIT FOR SIGN 0034
[LSA] Repeat Sign 0035,[LSA] REPEAT SIGN 0035
[LSA] This is Sign 0035,[LSA] THIS SIGN 0035
[LSA] What is Sign 0035?,[LSA] WHAT SIGN 0035?
[LSA] Wait for Sign 0036,[LSA] WAIT FOR SIGN 0036
[LSA] See Sign 0036,[LSA] SEE SIGN 0036
[LSA] This is Sign 0036,[LSA] THIS SIGN 0036
[LSA] Wait for Sign 0037,[LSA] WAIT FOR SIGN 0037
[LSA] Can you sign Sign 0037?,[LSA] CAN YOU SIGN SIGN 0037?
[LSA] What is Sign 0038?,[LSA] WHAT SIGN 0038?
[LSA] Show me Sign 0038,[LSA] SHOW ME SIGN 0038
[LSA] Repeat Sign 0038,[LSA] REPEAT SIGN 0038
[LSA] What is Sign 0039?,[LSA] WHAT SIGN 0039?
[LSA] Wait for Sign 0039,[LSA] WAIT FOR SIGN 0039
[LSA] See Sign 0039,[LSA] SEE SIGN 0039
[LSA] Can you sign Sign 0040?,[LSA] CAN YOU SIGN SIGN 0040?
[LSA] Translate Sign 0040,[LSA] TRANSLATE SIGN 0040
[LSA] Learn Sign 0040,[LSA] LEARN SIGN 0040
[LSA] What is Sign 0041?,[LSA] WHAT SIGN 0041?
[LSA] I like Sign 0041,[LSA] I LIKE SIGN 0041
[LSA] This is Sign 0041,[LSA] THIS SIGN 0041
[LSA] What is Sign 0042?,[LSA] WHAT SIGN 0042?
[LSA] Can you sign Sign 0042?,[LSA] CAN YOU SIGN SIGN 0042?
[LSA] This is Sign 0042,[LSA] THIS SIGN 0042
[LSA] Wait for Sign 0043,[LSA] WAIT FOR SIGN 0043
[LSA] Repeat Sign 0043,[LSA] REPEAT SIGN 0043
[LSA] What is Sign 0043?,[LSA] WHAT SIGN 0043?
[LSA] Can you sign Sign 0044?,[LSA] CAN YOU SIGN SIGN 0044?
[LSA] This is Sign 0044,[LSA] THIS SIGN 0044
[LSA] Repeat Sign 0044,[LSA] REPEAT SIGN 0044
[LSA] I like Sign 0045,[LSA] I LIKE SIGN 0045
[LSA] Wait for Sign 0045,[LSA] WAIT FOR SIGN 0045
[LSA] This is Sign 0046,[LSA] THIS SIGN 0046
[LSA] Learn Sign 0046,[LSA] LEARN SIGN 0046
[LSA] What is Sign 0046?,[LSA] WHAT SIGN 0046?
[LSA] Learn Sign 0047,[LSA] LEARN SIGN 0047
[LSA] I like Sign 0047,[LSA] I LIKE SIGN 0047
[LSA] Repeat Sign 0047,[LSA] REPEAT SIGN 0047
[LSA] What is Sign 0048?,[LSA] WHAT SIGN 0048?
[LSA] Learn Sign 0048,[LSA] LEARN SIGN 0048
[LSA] Show me Sign 0049,[LSA] SHOW ME SIGN 0049
[LSA] I like Sign 0049,[LSA] I LIKE SIGN 0049
[LSA] This is Sign 0050,[LSA] THIS SIGN 0050
[LSA] Wait for Sign 0050,[LSA] WAIT FOR SIGN 0050
[LSA] Learn Sign 0050,[LSA] LEARN SIGN 0050
[LSA] Show me Sign 0051,[LSA] SHOW ME SIGN 0051
[LSA] Wait for Sign 0051,[LSA] WAIT FOR SIGN 0051
[LSA] I like Sign 0051,[LSA] I LIKE SIGN 0051
[LSA] What is Sign 0052?,[LSA] WHAT SIGN 0052?
[LSA] Repeat Sign 0052,[LSA] REPEAT SIGN 0052
[LSA] Show me Sign 0052,[LSA] SHOW ME SIGN 0052
[LSA] Translate Sign 0053,[LSA] TRANSLATE SIGN 0053
[LSA] Can you sign Sign 0053?,[LSA] CAN YOU SIGN SIGN 0053?
[LSA] What is Sign 0053?,[LSA] WHAT SIGN 0053?
[LSA] Repeat Sign 0054,[LSA] REPEAT SIGN 0054
[LSA] Wait for Sign 0054,[LSA] WAIT FOR SIGN 0054
[LSA] See Sign 0054,[LSA] SEE SIGN 0054
[LSA] Can you sign Sign 0055?,[LSA] CAN YOU SIGN SIGN 0055?
[LSA] What is Sign 0055?,[LSA] WHAT SIGN 0055?
[LSA] Repeat Sign 0055,[LSA] REPEAT SIGN 0055
[LSA] Learn Sign 0056,[LSA] LEARN SIGN 0056
[LSA] I like Sign 0056,[LSA] I LIKE SIGN 0056
[LSA] Translate Sign 0056,[LSA] TRANSLATE SIGN 0056
[LSA] This is Sign 0057,[LSA] THIS SIGN 0057
[LSA] Repeat Sign 0057,[LSA] REPEAT SIGN 0057
[LSA] Can you sign Sign 0057?,[LSA] CAN YOU SIGN SIGN 0057?
[LSA] Translate Sign 0058,[LSA] TRANSLATE SIGN 0058
[LSA] Can you sign Sign 0058?,[LSA] CAN YOU SIGN SIGN 0058?
[LSA] See Sign 0058,[LSA] SEE SIGN 0058
[LSA] What is Sign 0059?,[LSA] WHAT SIGN 0059?
[LSA] This is Sign 0059,[LSA] THIS SIGN 0059
[LSA] Learn Sign 0059,[LSA] LEARN SIGN 0059
[LSA] Translate Sign 0060,[LSA] TRANSLATE SIGN 0060
[LSA] Show me Sign 0060,[LSA] SHOW ME SIGN 0060
[LSA] This is Sign 0061,[LSA] THIS SIGN 0061
[LSA] I like Sign 0061,[LSA] I LIKE SIGN 0061
[LSA] Wait for Sign 0061,[LSA] WAIT FOR SIGN 0061
[LSA] This is Sign 0062,[LSA] THIS SIGN 0062
[LSA] See Sign 0062,[LSA] SEE SIGN 0062
[LSA] Can you sign Sign 0062?,[LSA] CAN YOU SIGN SIGN 0062?
[LSA] I like Sign 0063,[LSA] I LIKE SIGN 0063
[LSA] This is Sign 0063,[LSA] THIS SIGN 0063
[LSA] Wait for Sign 0063,[LSA] WAIT FOR SIGN 0063
[LSA] Learn Sign 0064,[LSA] LEARN SIGN 0064
[LSA] Repeat Sign 0064,[LSA] REPEAT SIGN 0064
[LSA] Show me Sign 0064,[LSA] SHOW ME SIGN 0064
[LSA] I like Sign 0065,[LSA] I LIKE SIGN 0065
[LSA] Translate Sign 0065,[LSA] TRANSLATE SIGN 0065
[LSA] This is Sign 0065,[LSA] THIS SIGN 0065
[LSA] I like Sign 0066,[LSA] I LIKE SIGN 0066
[LSA] Repeat Sign 0066,[LSA] REPEAT SIGN 0066
[LSA] What is Sign 0066?,[LSA] WHAT SIGN 0066?
[LSA] Translate Sign 0067,[LSA] TRANSLATE SIGN 0067
[LSA] Show me Sign 0067,[LSA] SHOW ME SIGN 0067
[LSA] Can you sign Sign 0067?,[LSA] CAN YOU SIGN SIGN 0067?
[LSA] Translate Sign 0068,[LSA] TRANSLATE SIGN 0068
[LSA] Show me Sign 0068,[LSA] SHOW ME SIGN 0068
[LSA] Wait for Sign 0068,[LSA] WAIT FOR SIGN 0068
[LSA] Learn Sign 0069,[LSA] LEARN SIGN 0069
[LSA] Can you sign Sign 0069?,[LSA] CAN YOU SIGN SIGN 0069?
[LSA] Show me Sign 0069,[LSA] SHOW ME SIGN 0069
[LSA] See Sign 0070,[LSA] SEE SIGN 0070
[LSA] Repeat Sign 0070,[LSA] REPEAT SIGN 0070
